,category,country,description,lat,lon,rank,start,timezone,title,as_of_date,label
117,disasters,US,"Several people were sickened by carbon monoxide poisoning at a downtown Nashville hotel. This is happening at The Westin Wednesday morning. The Nashville Fire Department said 12 people were sickened by a carbon monoxide leak and six people were transported. The Westin has resumed normal operations at the hotel after 14 people were sickened by a carbon monoxide leak and six people were transported to area hospitals. The Nashville Fire Department cleared the situation just after 3 p.m. Wednesday. ""We want to thank our partners in fire safety, law enforcement, hospital care, and Piedmont Gas for your help and support today to ensure the safety of our guests and staff,"" The Westin's general manager said.",36.162664,-86.781602,70,2018-11-08T04:32:21Z,America/Chicago,HAZMAT - North-America - USA,2018-11-08,disaster
117,disasters,US,"Several people were sickened by carbon monoxide poisoning at a downtown Nashville hotel. This is happening at The Westin Wednesday morning. The Nashville Fire Department said 12 people were sickened by a carbon monoxide leak and six people were transported. The Westin has resumed normal operations at the hotel after 14 people were sickened by a carbon monoxide leak and six people were transported to area hospitals. The Nashville Fire Department cleared the situation just after 3 p.m. Wednesday. ""We want to thank our partners in fire safety, law enforcement, hospital care, and Piedmont Gas for your help and support today to ensure the safety of our guests and staff,"" The Westin's general manager said.",36.162664,-86.781602,70,2018-11-08T04:32:21Z,America/Chicago,HAZMAT - North-America - USA,2018-11-08,hazmat
118,disasters,AU,"Police have made an emergency declaration due to a toxic substance at Wallumbilla in south-west Queensland this afternoon. At around 1 pm, emergency services responded to reports two incompatible chemicals had been mixed near the town's reservoir. A declaration was made under the Public Safety and Preservation Act at 1.45pm and it encompasses the boundaries of Burke and Russell streets and the western end of High St. Police are asking people to avoid the area or if indoors, close any windows and doors and turn on air conditioning. Any reports of noxious odors related to the incident should be reported to police.",-26.580153999999997,149.188154,70,2018-11-08T04:29:18Z,Australia/Brisbane,HAZMAT - Oceania - Australia,2018-11-08,disaster
118,disasters,AU,"Police have made an emergency declaration due to a toxic substance at Wallumbilla in south-west Queensland this afternoon. At around 1 pm, emergency services responded to reports two incompatible chemicals had been mixed near the town's reservoir. A declaration was made under the Public Safety and Preservation Act at 1.45pm and it encompasses the boundaries of Burke and Russell streets and the western end of High St. Police are asking people to avoid the area or if indoors, close any windows and doors and turn on air conditioning. Any reports of noxious odors related to the incident should be reported to police.",-26.580153999999997,149.188154,70,2018-11-08T04:29:18Z,Australia/Brisbane,HAZMAT - Oceania - Australia,2018-11-08,hazmat
119,disasters,MR,"Eleven people were killed and 44 injured Wednesday when two buses collided on a road between Mauritania's capital Nouakchott and the central city of Aleg, doctors and police said. Five passengers died in the crash and six more on their way to hospital in Aleg, a doctor said. The 11 comprised six Mauritanians, two Ivorians, two Togolese and an 11th individual who has not been identified. One of the buses had come from the Malian capital Bamako, and most of its passengers were Malians and Guineans as well as Mauritanians returning home, a security source said. Witnesses said the two vehicles had been travelling at high speed before they collided.",17.197385,-14.179533,90,2018-11-08T04:27:09Z,Africa/Nouakchott,Vehicle Accident - Africa - Mauritania,2018-11-08,disaster
119,disasters,MR,"Eleven people were killed and 44 injured Wednesday when two buses collided on a road between Mauritania's capital Nouakchott and the central city of Aleg, doctors and police said. Five passengers died in the crash and six more on their way to hospital in Aleg, a doctor said. The 11 comprised six Mauritanians, two Ivorians, two Togolese and an 11th individual who has not been identified. One of the buses had come from the Malian capital Bamako, and most of its passengers were Malians and Guineans as well as Mauritanians returning home, a security source said. Witnesses said the two vehicles had been travelling at high speed before they collided.",17.197385,-14.179533,90,2018-11-08T04:27:09Z,Africa/Nouakchott,Vehicle Accident - Africa - Mauritania,2018-11-08,vehicle-accident
120,disasters,ZW,"Forty-seven people were killed in Zimbabwe on Wednesday when two buses collided on a road between the capital Harare and the southeastern town of Rusape, police confirmed to AFP. ""We confirm 47 people have died in a road traffic accident at the 166-kilometer peg along the Harare-Mutare highway,"" police spokesman Paul Nyathi said. In a post on Twitter, the state-run Herald newspaper said pictures from the scene were too graphic to post. Traffic accidents are common in Zimbabwe, where roads are riddled with potholes due to years of underfunding and neglect, but the highway where the accident occurred had been recently resurfaced. In June last year, 43 people were killed in a bus crash in the north of the country, along the highway leading to neighboring Zambia.",-18.644944,32.158278,90,2018-11-08T04:15:44Z,Africa/Harare,Vehicle Accident - Africa - Zimbabwe,2018-11-08,disaster
120,disasters,ZW,"Forty-seven people were killed in Zimbabwe on Wednesday when two buses collided on a road between the capital Harare and the southeastern town of Rusape, police confirmed to AFP. ""We confirm 47 people have died in a road traffic accident at the 166-kilometer peg along the Harare-Mutare highway,"" police spokesman Paul Nyathi said. In a post on Twitter, the state-run Herald newspaper said pictures from the scene were too graphic to post. Traffic accidents are common in Zimbabwe, where roads are riddled with potholes due to years of underfunding and neglect, but the highway where the accident occurred had been recently resurfaced. In June last year, 43 people were killed in a bus crash in the north of the country, along the highway leading to neighboring Zambia.",-18.644944,32.158278,90,2018-11-08T04:15:44Z,Africa/Harare,Vehicle Accident - Africa - Zimbabwe,2018-11-08,vehicle-accident
121,disasters,GT,"Guatemala's Fuego (Fire) volcano located about 50 kilometers (31 miles) from the capital, on Tuesday began erupting for the fourth time this year, after in June it entered an eruptive phase during which at least 190 people died. In a special bulletin, the Seismology, Vulcanology, Meteorology and Hydrology Institute said that weak and moderate explosions were occurring in the cone, producing a column of ash 4,800 meters (15,750 feet) high. In addition, over the crater there have been two incandescent pulses rising up 300 meters. The fire mountain, rising 3,763 meters above sea level and located on the mutual border of Escuintla, Chimaltenango and Sacatepequez provinces, on June 3 produced one of the most powerful eruptions in recorded history, killing at least 190 people, along with an additional 238 people who disappeared without a trace and in all likelihood also perished. The eruptive phase that began on Tuesday, which has already resulted in a fine rain of ash falling onto the villages of Panimache, El Porvenir, Morelia, Santa Sofia, Sangre de Cristo and Pedro Yepocapa, is causing ""weak and moderate"" avalanches around the crater. The institute said that there are ""lava flows 1,000 meters (long) heading in the direction of the Ceniza ravine"" and weak rumbling and shockwaves are causing roofs and windows in structures in the area to rattle and vibrate. Because of the current activity, authorities are not ruling out that in the coming hours - or even minutes - there could be ""new lava flows,"" although the possibility also exists for ""pyroclastic flows in the direction of the main ravines,"" and authorities have asked the public not to approach the volcano. National Disaster Reduction Coordinator spokesman David de Leon said that National Route 14 has been closed as a precaution, but he added that some motorists ""were not respecting"" the measure and had threatened the authorities with ""violent action, such as setting fire to their patrol cars, if they were not allowed to pass."" ""They drove through the sector without respecting the closure and (the fact that) the Fuego volcano's range of activity is increasing,"" he added. A stretch of the highway was completely buried during the June 3 eruption, which affected almost two million people, some of whom lost their homes and all their belongings.",14.475071,-90.87907,70,2018-11-08T04:11:47Z,America/Guatemala,Volcano Eruption - Central-America - Guatemala,2018-11-08,disaster
121,disasters,GT,"Guatemala's Fuego (Fire) volcano located about 50 kilometers (31 miles) from the capital, on Tuesday began erupting for the fourth time this year, after in June it entered an eruptive phase during which at least 190 people died. In a special bulletin, the Seismology, Vulcanology, Meteorology and Hydrology Institute said that weak and moderate explosions were occurring in the cone, producing a column of ash 4,800 meters (15,750 feet) high. In addition, over the crater there have been two incandescent pulses rising up 300 meters. The fire mountain, rising 3,763 meters above sea level and located on the mutual border of Escuintla, Chimaltenango and Sacatepequez provinces, on June 3 produced one of the most powerful eruptions in recorded history, killing at least 190 people, along with an additional 238 people who disappeared without a trace and in all likelihood also perished. The eruptive phase that began on Tuesday, which has already resulted in a fine rain of ash falling onto the villages of Panimache, El Porvenir, Morelia, Santa Sofia, Sangre de Cristo and Pedro Yepocapa, is causing ""weak and moderate"" avalanches around the crater. The institute said that there are ""lava flows 1,000 meters (long) heading in the direction of the Ceniza ravine"" and weak rumbling and shockwaves are causing roofs and windows in structures in the area to rattle and vibrate. Because of the current activity, authorities are not ruling out that in the coming hours - or even minutes - there could be ""new lava flows,"" although the possibility also exists for ""pyroclastic flows in the direction of the main ravines,"" and authorities have asked the public not to approach the volcano. National Disaster Reduction Coordinator spokesman David de Leon said that National Route 14 has been closed as a precaution, but he added that some motorists ""were not respecting"" the measure and had threatened the authorities with ""violent action, such as setting fire to their patrol cars, if they were not allowed to pass."" ""They drove through the sector without respecting the closure and (the fact that) the Fuego volcano's range of activity is increasing,"" he added. A stretch of the highway was completely buried during the June 3 eruption, which affected almost two million people, some of whom lost their homes and all their belongings.",14.475071,-90.87907,70,2018-11-08T04:11:47Z,America/Guatemala,Volcano Eruption - Central-America - Guatemala,2018-11-08,volcano
